model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse
B_RAW,29,348,35.7718577895,42.9915010623,,,,,,,,,,,43.2368383678
B_RAW,30,347,35.8612221826,43.0524172095,,,,,,,,,,,43.2980917944
B_ANCHOR,1,376,0.247416595157,0.470868978985,0.21838705442,0.904920212766,1.28105895665,1.72459728063,0.938164893617,1.64422137028,2.30339025191,0.950132978723,1.95921060425,2.9971149025,0.479988080503
B_ANCHOR,2,375,0.491008081317,0.91929804685,0.432186499164,0.902666666667,2.52048911608,3.41533878425,0.937333333333,3.23501275777,4.57329419773,0.948666666667,3.85475545718,5.96943513461,0.935042160378
B_ANCHOR,3,374,0.727465225213,1.34368635255,0.639341239928,0.901069518717,3.71869323327,5.06255838955,0.937165775401,4.77289109289,6.80105887861,0.947192513369,5.68725051939,8.95121221933,1.36387459903
B_ANCHOR,4,373,0.957891456127,1.74477177017,0.840863159898,0.901474530831,4.87650715446,6.67814719625,0.936327077748,6.25892917267,8.99415035978,0.946380697051,7.45797410737,11.8780923023,1.76792766325
B_ANCHOR,5,372,1.18443301674,2.12500285162,1.03766215852,0.899865591398,5.99744131454,8.2595196763,0.936827956989,7.69763259153,11.1298685433,0.944892473118,9.17229496802,14.7679301768,2.15055280846
B_ANCHOR,6,371,1.40657522239,2.4885080159,1.23080623425,0.897574123989,7.0861875775,9.81724933882,0.936657681941,9.09502329167,13.2618450814,0.944070080863,10.8373886881,17.6374068814,2.51672697657
B_ANCHOR,7,370,1.62669667356,2.84011743374,1.42147234871,0.897297297297,8.14804208414,11.3709173853,0.933108108108,10.4578987963,15.3817858715,0.941216216216,12.4613550159,20.4808324938,2.8718208984
B_ANCHOR,8,369,1.84514393987,3.18345400272,1.6102642011,0.892953929539,9.18704573596,12.9103129883,0.930216802168,11.7914455462,17.497141093,0.940379403794,14.0503739771,23.3589311635,3.2196757793
B_ANCHOR,9,368,2.06102791006,3.52138801342,1.7977256563,0.892663043478,10.2070736634,14.4427153202,0.929347826087,13.1006372175,19.6194168572,0.9375,15.6103720721,26.2538513472,3.56314067146
B_ANCHOR,10,367,2.27686674566,3.85617257119,1.98449005409,0.891008174387,11.2119372428,15.9718990253,0.927111716621,14.3903656589,21.7445604816,0.936648501362,17.1471782982,29.1679268811,3.9043048265
B_ANCHOR,11,366,2.49356796217,4.18924155585,2.17106589499,0.890027322404,12.2048262738,17.5031232149,0.924863387978,15.6647249338,23.8764396776,0.934426229508,18.665671033,32.0898180509,4.24440532547
B_ANCHOR,12,365,2.71045902803,4.52088141272,2.35761348129,0.888356164384,13.1872676734,19.0354925443,0.923287671233,16.9256748189,26.0135186906,0.932191780822,20.1681854942,35.0063743185,4.58361962261
B_ANCHOR,13,364,2.92628388631,4.85063304839,2.54418632836,0.888736263736,14.1624022155,20.5685204349,0.92032967033,18.177246454,28.1519792324,0.929945054945,21.6595250813,37.9423780313,4.92147789299
B_ANCHOR,14,363,3.14168108167,5.17796252708,2.73079438008,0.887052341598,15.1334932537,22.1039316844,0.917355371901,19.4236283081,30.2914703237,0.927685950413,23.1446806628,40.864745719,5.25746731001
B_ANCHOR,15,362,3.3566883439,5.50251972196,2.91746206607,0.885359116022,16.1053353707,23.6464858733,0.915745856354,20.6709741613,32.4269734345,0.925414364641,24.6309849203,43.7767066951,5.59125699356
B_ANCHOR,16,361,3.57148362744,5.82388601475,3.10425601542,0.885734072022,17.0824009716,25.1993687046,0.912742382271,21.9250242835,34.5745900407,0.925207756233,26.1252778069,46.6807428833,5.92247678399
B_ANCHOR,17,360,3.7866092036,6.14195173602,3.29142498107,0.883333333333,18.0682394219,26.7586356655,0.909722222222,23.1903342361,36.7095912429,0.924305555556,27.632987609,49.5737703339,6.25102441554
B_ANCHOR,18,359,4.00163951495,6.45661629443,3.47920592397,0.880919220056,19.0659437627,28.3174850581,0.906685236769,24.4708738942,38.8295934093,0.921309192201,29.1588447245,52.4384626077,6.57681131891
B_ANCHOR,19,358,4.21766394519,6.76781918286,3.66792588581,0.881284916201,20.0799361499,29.8770617117,0.905726256983,25.7723190335,40.9441183127,0.918994413408,30.7096122573,55.2514358442,6.89978926272
B_ANCHOR,20,357,4.43500667812,7.07594462271,3.85799540646,0.88025210084,21.114646775,31.4505002544,0.90406162465,27.1003557433,43.0718895552,0.917366946779,32.2920656008,58.037072474,7.22026972821
B_ANCHOR,21,356,4.65407384921,7.38104963491,4.0494241936,0.879915730337,22.16968595,33.0278585582,0.902387640449,28.4544838644,45.2005109226,0.91643258427,33.9056087783,60.7859192289,7.53829787903
B_ANCHOR,22,355,4.87277570064,7.68323276502,4.2416046438,0.879577464789,23.2363710093,34.608903809,0.9,29.8235593163,47.3237439632,0.916901408451,35.5369627989,63.5548785701,7.85395679352
B_ANCHOR,23,354,5.08993112576,7.98277688963,4.43403409622,0.877824858757,24.3070861304,36.187826781,0.897598870056,31.1978072963,49.4218175195,0.914548022599,37.1744802671,66.296708057,8.16746837761
B_ANCHOR,24,353,5.30643232112,8.2800257518,4.62647347234,0.875354107649,25.3778505471,37.757521043,0.895892351275,32.5721185467,51.4900366349,0.915722379603,38.8120731265,69.081583595,8.47909568104
B_ANCHOR,25,352,5.52129268332,8.5748472305,4.81863724618,0.873579545455,26.4458003783,39.3154330615,0.896306818182,33.9428173157,53.555672546,0.915482954545,40.4453614489,71.9568262068,8.78872884031
B_ANCHOR,26,351,5.73492179067,8.86703198237,5.01024621773,0.873931623932,27.509092849,40.868428236,0.89886039886,35.3075384272,55.6154638853,0.91452991453,42.071526953,74.9256825092,9.09620408326
B_ANCHOR,27,350,5.94612953785,9.15672079535,5.20121721708,0.871428571429,28.5665061579,42.400759362,0.897857142857,36.6647137162,57.7295713322,0.915,43.688701055,77.9038775621,9.40162779142
B_ANCHOR,28,349,6.1583325462,9.44559723234,5.39199653467,0.868194842407,29.6217169253,43.9092073228,0.897564469914,38.0190620738,59.8647707948,0.921203438395,45.3025066605,81.032275193,9.70627578159
B_ANCHOR,29,348,6.37082641521,9.73410109024,5.58272867519,0.867097701149,30.6744297658,45.4055570667,0.896551724138,39.3702043769,62.0117464928,0.923132183908,46.9124920165,84.6274059767,10.0104620341
B_ANCHOR,30,347,6.58561925077,10.022371312,5.77342000636,0.864553314121,31.7224606754,46.8758173052,0.896253602305,40.7153374867,64.1474057858,0.920028818444,48.515316977,88.2862964238,10.3142725914
B_TREND14,1,376,0.144352792056,0.306691533288,0.144737660466,0.940824468085,0.924939307965,1.22446626006,0.957446808511,1.18714674955,1.6368723711,0.96875,1.41457260109,2.11892847348,0.370021926972
B_TREND14,2,375,0.290911066584,0.610343515522,0.291094169371,0.942,1.85873467797,2.46258331891,0.958666666667,2.38566013167,3.32111564966,0.966,2.84268938027,4.35396371408,0.730638868227
B_TREND14,3,374,0.440190105674,0.905547681415,0.437954798868,0.941844919786,2.79666537187,3.69868916035,0.958556149733,3.58948114455,4.99497896977,0.963903743316,4.27713059158,6.55359115491,1.07483077551
B_TREND14,4,373,0.590888300969,1.18984642947,0.584830856508,0.939008042895,3.73343236231,4.92744033944,0.956434316354,4.79180856021,6.63616234258,0.963806970509,5.70979207204,8.70397674783,1.39956388556
B_TREND14,5,372,0.741653406045,1.46338141487,0.731650109341,0.936827956989,4.66691108968,6.16515506236,0.952956989247,5.98991553591,8.28425970036,0.961693548387,7.13742458809,10.8047794746,1.70540048281
B_TREND14,6,371,0.895092872758,1.72862166944,0.878863043004,0.933962264151,5.59571467874,7.40940489307,0.949460916442,7.18202203655,9.94969474395,0.957547169811,8.55790709712,12.9204228738,1.99610935195
B_TREND14,7,370,1.04867041901,1.98978368334,1.02694084656,0.929054054054,6.52060292401,8.64006060428,0.947297297297,8.36910324784,11.6057532111,0.956081081081,9.97240160455,15.0694737482,2.2777467943
B_TREND14,8,369,1.20466219739,2.25033526832,1.1760347023,0.926829268293,7.44117100673,9.88976919113,0.94647696477,9.55063959052,13.2591456976,0.95325203252,11.3802889935,17.2081677161,2.55529201909
B_TREND14,9,368,1.36295144568,2.51339287917,1.32642501066,0.926630434783,8.35788651934,11.146633895,0.940217391304,10.727231213,14.955610393,0.953125,12.782284385,19.4186375369,2.83310080412
B_TREND14,10,367,1.52226356981,2.78157165935,1.47849703001,0.925068119891,9.27257399201,12.430194566,0.938010899183,11.9012198744,16.7106148599,0.949591280654,14.181178157,21.738099356,3.11472124975
B_TREND14,11,366,1.68254947365,3.05688591427,1.63268517546,0.922131147541,10.18848815,13.7342208732,0.937158469945,13.0767829694,18.5011273563,0.947404371585,15.5819479823,24.1105890922,3.40282274982
B_TREND14,12,365,1.84490587767,3.33989104412,1.78907769811,0.920547945205,11.1073287505,15.0624534774,0.935616438356,14.2561021126,20.317742713,0.946575342466,16.9871934152,26.5486049985,3.69820572624
B_TREND14,13,364,2.00869895281,3.62962678978,1.94750344495,0.919642857143,12.0320972536,16.4114033174,0.934065934066,15.4430296365,22.1752662523,0.942994505495,18.4015047928,29.0505748951,3.99980277646
B_TREND14,14,363,2.1736831074,3.92448013457,2.10783593282,0.917355371901,12.9655384892,17.7823300203,0.931818181818,16.641088492,24.0800878804,0.940771349862,19.82907997,31.5941596523,4.30577510143
B_TREND14,15,362,2.341631524,4.22263272634,2.26972051494,0.916436464088,13.9113158185,19.1821756603,0.930248618785,17.8549805524,26.0053715286,0.939917127072,21.2755215747,34.1774512196,4.61403257456
B_TREND14,16,361,2.50899784567,4.52217575212,2.43273796805,0.916897506925,14.8728480197,20.5867503364,0.928670360111,19.0890937719,27.9398079044,0.937673130194,22.7460581765,36.8098838833,4.92239220208
B_TREND14,17,360,2.6795433692,4.82174535017,2.59669993881,0.915277777778,15.8525899235,21.9899760783,0.929166666667,20.3465788917,29.8775087994,0.9375,24.2444441153,39.4669716208,5.2293412885
B_TREND14,18,359,2.84996910139,5.12067600948,2.76168955512,0.9143454039,16.8527382232,23.4012709753,0.927576601671,21.6302553371,31.8258038789,0.936629526462,25.7740389434,42.1247936243,5.53420925122
B_TREND14,19,358,3.02046263181,5.41801169622,2.92772421597,0.915502793296,17.8766388188,24.8343346079,0.927374301676,22.9444175243,33.7949110288,0.936452513966,27.3399597734,44.8087522976,5.83602343177
B_TREND14,20,357,3.18972248697,5.71364212203,3.09502071844,0.913165266106,18.9296196849,26.2944098702,0.926470588235,24.2959038346,35.7698059921,0.93487394958,28.9503550391,47.4879447476,6.13485011576
B_TREND14,21,356,3.353936037,6.00751668341,3.26357043901,0.913623595506,20.0162462006,27.7828966984,0.926264044944,25.6905738686,37.7809907207,0.936095505618,30.6122068855,50.1506037109,6.43086252102
B_TREND14,22,355,3.51813000838,6.30050180543,3.43360085989,0.912676056338,21.1315214621,29.2879272491,0.925352112676,27.1220141698,39.8047761327,0.934507042254,32.3178732076,52.9409579298,6.72528028256
B_TREND14,23,354,3.68535943548,6.59583639118,3.60654523861,0.911016949153,22.271674511,30.8040653821,0.926553672316,28.5853847653,41.8324265906,0.934322033898,34.0615868222,55.7469953244,7.02199446338
B_TREND14,24,353,3.8549173754,6.8944246395,3.78258775949,0.909348441926,23.4335867612,32.3214051421,0.926345609065,30.0766829934,43.9424412003,0.932719546742,35.8385782635,58.5389317601,7.32211154191
B_TREND14,25,352,4.02697231027,7.19632204763,3.96153199867,0.909090909091,24.6138312416,33.8427307885,0.925426136364,31.5915103843,46.0743301117,0.932528409091,37.6436064316,61.3000425668,7.62575168074
B_TREND14,26,351,4.20164640611,7.50095618711,4.14296065911,0.909544159544,25.8091808556,35.3558796342,0.925925925926,33.1257250042,48.2095708447,0.930911680912,39.4717359078,64.0173250708,7.93232884501
B_TREND14,27,350,4.38005645376,7.80828354606,4.32681771582,0.911428571429,27.0170376827,36.9029299123,0.924285714286,34.6759924584,50.338091103,0.931428571429,41.318993516,66.7257183239,8.24183912031
B_TREND14,28,349,4.56462329239,8.11944425475,4.5135194388,0.910458452722,28.2353377869,38.492324354,0.92335243553,36.2396637136,52.4567475488,0.931232091691,43.182222738,69.413816201,8.55555965445
B_TREND14,29,348,4.75863406642,8.4353253379,4.7034805643,0.908045977011,29.4629709429,40.1113821302,0.921695402299,37.8153138111,54.5547292877,0.936063218391,45.0597256312,72.1887269087,8.87446099586
B_TREND14,30,347,4.95954679497,8.75640989025,4.89669169888,0.906340057637,30.6981272837,41.745469487,0.921469740634,39.4006198117,56.6507922401,0.937319884726,46.9487342425,75.3663349927,9.19906775328
PERSIST,1,376,0.11191361618,0.13039899661,0.119705342199,1,1.08790849888,1.08790849888,1,1.3963154416,1.3963154416,1,1.66381247046,1.66381247046,0.132695121018
PERSIST,2,375,0.223924381978,0.260886623898,0.240356790951,1,2.18573326296,2.18573326296,1,2.8053582718,2.8053582718,1,3.34279055982,3.34279055982,0.265477976842
PERSIST,3,374,0.336038612726,0.391443334937,0.36190820919,1,3.2929599665,3.2929599665,1,4.22646836065,4.22646836065,1,5.03614767474,5.03614767474,0.39833192078
PERSIST,4,373,0.448255801652,0.522049388895,0.48431229497,1,4.40906741059,4.40906741059,1,5.65897675658,5.65897675658,1,6.74308671028,6.74308671028,0.531240067321
PERSIST,5,372,0.560584985878,0.652684889154,0.607520933394,1,5.53353017999,5.53353017999,1,7.10220909647,7.10220909647,1,8.46280411319,8.46280411319,0.664185306932
PERSIST,6,371,0.673025117084,0.783329910649,0.731485561964,1,6.66582137316,6.66582137316,1,8.55548910948,8.55548910948,1,10.1944940571,10.1944940571,0.797150419013
PERSIST,7,370,0.785587469392,0.913964617766,0.856157521116,1,7.80541524324,7.80541524324,1,10.0181420068,10.0181420068,1,11.9373524815,11.9373524815,0.930118176603
PERSIST,8,369,0.898270630501,1.04456937284,0.981488383739,1,8.95178975751,8.95178975751,1,11.4894977668,11.4894977668,1,13.6905810063,13.6905810063,1.06307144276
PERSIST,9,368,1.01107694708,1.17512483523,1.10743023923,1,10.1044288114,10.1044288114,1,12.9688939763,12.9688939763,1,15.4533903177,15.4533903177,1.19599325857
PERSIST,10,367,1.12401477375,1.30561205101,1.23393593897,1,11.2628241024,11.2628241024,1,14.4556782362,14.4556782362,1,17.2250030342,17.2250030342,1.32886692269
PERSIST,11,366,1.23707750334,1.43601253306,1.36095933149,1,12.4264769589,12.4264769589,1,15.9492105082,15.9492105082,1,19.0046565031,19.0046565031,1.4616760624
PERSIST,12,365,1.35028036557,1.56630829226,1.48845547299,1,13.5949001592,13.5949001592,1,17.4488654503,17.4488654503,1,20.7916055832,20.7916055832,1.5944046696
PERSIST,13,364,1.46360220288,1.69648175382,1.61638077797,1,14.7676197389,14.7676197389,1,18.9540347357,18.9540347357,1,22.5851254087,22.5851254087,1.72703706178
PERSIST,14,363,1.57704041489,1.82651580451,1.74469322608,1,15.9441767793,15.9441767793,1,20.4641293486,20.4641293486,1,24.384514124,24.384514124,1.85955793465
PERSIST,15,362,1.69059218469,1.95639387567,1.87335258775,1,17.1241291764,17.1241291764,1,21.9785818546,21.9785818546,1,26.1890955891,26.1890955891,1.9919524381
PERSIST,16,361,1.8042544758,2.08610001953,2.00232065182,1,18.3070533893,18.3070533893,1,23.4968486448,23.4968486448,1,27.9982220542,27.9982220542,2.12420624589
PERSIST,17,360,1.91802402919,2.21561897806,2.13156145667,1,19.4925461543,19.4925461543,1,25.0184121361,25.0184121361,1,29.8112767809,29.8112767809,2.25630561859
PERSIST,18,359,2.03189736012,2.34493624393,2.26104151057,1,20.6802261531,20.6802261531,1,26.5427829114,26.5427829114,1,31.6276765929,31.6276765929,2.38823745926
PERSIST,19,358,2.14587075502,2.47403811314,2.39072996268,1,21.8697356268,21.8697356268,1,28.0695017925,28.0695017925,1,33.4468743454,33.4468743454,2.51998936157
PERSIST,20,357,2.25994026826,2.60291172903,2.52059873775,1,23.0607419279,23.0607419279,1,29.5981418307,29.5981418307,1,35.2683612979,35.2683612979,2.6515496502
PERSIST,21,356,2.37410171892,2.73154511735,2.65062264806,1,24.2529389977,24.2529389977,1,31.1283102039,31.1283102039,1,37.0916693738,37.0916693738,2.78290741317
PERSIST,22,355,2.48835068748,2.85992721209,2.78077948211,1,25.4460487578,25.4460487578,1,32.6596500025,32.6596500025,1,38.9163732893,38.9163732893,2.9140525259
PERSIST,23,354,2.60268251238,2.98804787171,2.91105007087,1,26.6398224093,26.6398224093,1,34.1918418965,34.1918418965,1,40.7420925389,40.7420925389,3.0449756669
PERSIST,24,353,2.7170922867,3.11589788541,3.04141833619,1,27.8340416387,27.8340416387,1,35.7246056835,35.7246056835,1,42.5684932411,42.5684932411,3.17566832468
PERSIST,25,352,2.83157485458,3.24346896917,3.17187131408,1,29.0285196548,29.0285196548,1,37.2577016196,37.2577016196,1,44.3952897234,44.3952897234,3.30612279575
PERSIST,26,351,2.94612480773,3.370753751,3.30239913892,1,30.2231018783,30.2231018783,1,38.7909313045,38.7909313045,1,46.2222455773,46.2222455773,3.43633217346
PERSIST,27,350,3.06073648181,3.49774574522,3.43299501024,1,31.4176666867,31.4176666867,1,40.3241386374,40.3241386374,1,48.0491747971,48.0491747971,3.56629032737
PERSIST,28,349,3.17540395274,3.62443931508,3.56365513253,1,32.6121260491,32.6121260491,1,41.8572106317,41.8572106317,1,49.8759427509,49.8759427509,3.69599187292
PERSIST,29,348,3.29012103301,3.75082962358,3.69437862311,1,33.8064259642,33.8064259642,1,43.3900779777,43.3900779777,1,51.7024668513,51.7024668513,3.82543213113
PERSIST,30,347,3.40488126783,3.87691257175,3.82516738699,1,35.0005466879,35.0005466879,1,44.922715334,44.922715334,1,53.5287169021,53.5287169021,3.954607078
DRIFT14,1,376,0.0178719318958,0.0233872433271,0.0337646982489,0.964760638298,0.337346274664,0.342684733536,0.978723404255,0.432979256034,0.437900232776,0.986037234043,0.515926605246,0.519388721663,0.0237772904398
DRIFT14,2,375,0.0380115210778,0.0497470928867,0.0721245097204,0.964,0.720730077378,0.732514707294,0.977333333333,0.925047039621,0.93634810269,0.985333333333,1.10226153376,1.1109385676,0.0505751132277
DRIFT14,3,374,0.060356663775,0.0790193081498,0.115050995219,0.96256684492,1.14988738219,1.16929757826,0.976604278075,1.47586447712,1.49509670652,0.984625668449,1.7586009927,1.77454843273,0.0803312953839
DRIFT14,4,373,0.084858195436,0.111138231743,0.162505560308,0.962466487936,1.62445188368,1.65267907318,0.975871313673,2.08496142061,2.11383781417,0.983243967828,2.48438476627,2.50979027329,0.112978011998
DRIFT14,5,372,0.111471211498,0.146033660691,0.214439670613,0.961693548387,2.14395772806,2.18227241629,0.975806451613,2.75173995323,2.79200236497,0.98252688172,3.27890039258,3.3162458474,0.148442665148
DRIFT14,6,371,0.140092666342,0.183631455814,0.270795028366,0.961590296496,2.70784186548,2.75753984167,0.975067385445,3.47547740832,3.52900366481,0.981805929919,4.14128676119,4.19301096895,0.186648502705
DRIFT14,7,370,0.170693186056,0.223854156626,0.331503802497,0.962162162162,3.31544666807,3.3777541966,0.975,4.25532972965,4.32396563291,0.981081081081,5.07053811706,5.13937676459,0.227515241182
DRIFT14,8,369,0.203218204717,0.266621594882,0.396488921076,0.960027100271,3.96602291472,4.04233657791,0.974254742547,5.09033530233,5.17595074964,0.981029810298,6.0655086254,6.15388434101,0.270959686361
DRIFT14,9,368,0.237525090157,0.311851496906,0.465664396176,0.960597826087,4.65873281437,4.75029927695,0.974184782609,5.97941883319,6.08400022169,0.979619565217,7.12491699535,7.23564687328,0.316896342286
DRIFT14,10,367,0.273627750501,0.359460062223,0.538935664376,0.959128065395,5.39265287862,5.50068157188,0.973433242507,6.92139503768,7.0467028551,0.979564032698,8.24735087326,8.38279734091,0.365237996693
DRIFT14,11,366,0.311440510292,0.409362503713,0.616199966023,0.959016393443,6.1667769208,6.29265077995,0.972677595628,7.9149724892,8.06286491011,0.978142076503,9.43127142942,9.5938492299,0.415896268642
DRIFT14,12,365,0.350816070285,0.461473265549,0.697346717449,0.959589041096,6.98001927046,7.12486093583,0.971917808219,8.95875774482,9.13089331902,0.978082191781,10.6750182742,10.8672181468,0.468781839078
DRIFT14,13,364,0.391792550559,0.515705313443,0.782257763039,0.958104395604,7.83121825069,7.99626969884,0.971840659341,10.0512598084,10.2492643996,0.978021978022,11.976814776,12.2003955901,0.52380376978
DRIFT14,14,363,0.434239396719,0.571970079255,0.870807806688,0.957988980716,8.71913996582,8.90552172118,0.971074380165,11.1908949919,11.4164939531,0.977272727273,13.3347738543,13.5923467869,0.580869470553
DRIFT14,15,362,0.478078485227,0.630177672216,0.962864948974,0.958563535912,9.64248245207,9.85103756119,0.970994475138,12.3759922429,12.6304725419,0.977209944751,14.7469043273,15.0399602941,0.639884930777
DRIFT14,16,361,0.523278406621,0.690237111907,1.05829127686,0.956371191136,10.5998802147,10.8319350917,0.970221606648,13.6047989681,13.8897475907,0.976454293629,16.2111178511,16.5411506595,0.700754973986
DRIFT14,17,360,0.569696343261,0.752056581374,1.15694349053,0.95625,11.5899090991,11.8462004839,0.970138888889,14.8754872845,15.1921360786,0.975694444444,17.725236369,18.0940095171,0.763383534015
DRIFT14,18,359,0.617298570824,0.815543699492,1.2586735665,0.956824512535,12.611091559,12.8926056044,0.969359331476,16.1861607823,16.5355586078,0.975626740947,19.2870001691,19.6952299047,0.827673951944
DRIFT14,19,358,0.666005924311,0.880605811212,1.36332945276,0.956703910615,13.6619024508,13.9697342849,0.968575418994,17.5348619606,17.9183077956,0.974860335196,20.8940767456,21.3430144275,0.893529292493
DRIFT14,20,357,0.715754671527,0.947150291471,1.47075575815,0.956582633053,14.7407753987,15.0753429213,0.967787114846,18.9195803981,19.3376511788,0.974789915966,22.5440705333,23.0344224976,0.960852675394
