fit_days,strategy,block,origin,target,teacher,horizon,encoder_sha256,decoder_sha256,baseline_sha256
432,IN,1,342,421,432,80,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,c306b977bca5bfbd9c1150eb5c13d3401fbc8bc13ffc9233e69f2e4d130657e9,21a3421b09afc90b22f89a00be0f4896e8c7cbf54c9ac5816d0b420ff843ec8a
432,IN,1,342,422,432,81,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,1f278511c5fbe22405e0f047759f5629b81852db2fce12fdeafbe1b1ead5abf5,23dd84e85d5a0d2d3d7252973427e492a0c106b03f74077df463f064451a8b0e
432,IN,1,342,423,432,82,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,9f87422d0c7d01256afd9bb7bbcdf77b485836f15e71e75fce23b81929446ff2,1816ed8d4fb814f72566d9188410072bb2223e16b728de8305861f629474493d
432,IN,1,342,424,432,83,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,7a837b192ff85142da9657e7b7649d2450e4a5c99ca9347adbc0f67c66cf25b7,a8761ea002815ff513ead3d453610f8f897b4017f7f0375eb4cb6e54b71b6ba0
432,IN,1,342,425,432,84,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,7d36fea022fbff122a5dd911b253920a731660303efdc182d6e7db18975838d4,f227b7ac557ca8f88418be063602e977f2b8fbc72c9e04f496f35d8510ae077d
432,IN,1,342,426,432,85,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,f116574929fed4fa4f3a34d8b9e42b0138b94c2c1587f772eef152df2539e99d,20b54c21058aa5fee7421d16b7131ae4128889921ae19c854cc63e1ac0caf64e
432,IN,1,342,427,432,86,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,6354f035f77929ce83bec38b6d27abf18fac900dd4648c470cbc4d2003ac5eed,6cb2b3768eec74a3f5da5232b9e83fed3fd27692ea2fc4430fa1fafd42539eae
432,IN,1,342,428,432,87,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,89a7b180bf36c1011df77bf6940eb674558448ef33845eabe883735994f01fd9,a1af4d5686cc4ee4ca7346e67946e44b06d0a5de2ce98d5d5ee6ddda858e01bf
432,IN,1,342,429,432,88,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,0425779ba3b95b4023aa9409acfb586a17d631ee70d6f252a798106a5716bf22,59a5546d3842273a581503c3152306eff6bbe282ef07e038f457ed8981e5d0ed
432,IN,1,342,430,432,89,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,0288f7d6295112623329e5e7ca2b9f0787c266a7c8dac85a6943e523119aeda3,0a8cd6dec495aaf96bca6865e9c587632f561e6cbf3e78d06da719f937a7c43e
432,IN,1,342,431,432,90,357c342fcd01323cb6b91abd2566d621d98ed51e04f2e12e13af91e039169ee6,34fc59bfa366c1e06bb0eb09a616836020aac4e6e647367a65949f9a401acb5e,fc8d9465e5be7f301b63ebcf91346cf25faacba96e03e77eb0b74f653d1eba0b
432,OOF,0,31,31,432,1,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,6742cd8071345b8890321d41451988e6e426045e5ce10730da517bf7656f4fc1,af2614825e4e62d5bae99165867b9d349886dbef39828aad65a8b4ca296e1428
432,OOF,0,31,37,432,7,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,9c2830fb59ea7e932dbe249bfcdf29a6250d505a578ff68b0cd6bf22963146bf,f84d17e32d741e0583bcc7a01fe9c9f1ea7dced516013429893751501208dca0
432,OOF,0,31,60,432,30,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,4cfdf15371b214f7e50dbafe5bd2988346d8d751c2241ac9c948b7d03b088a58,38c77ebadc4e92af390a521af463dca729ce0e5cc2adf886e28559c20768e25b
432,OOF,0,31,90,432,60,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,990be374f184b3333f97061503a25c63e6cfeb90a0820a4780ad46d2d4daee98,025ad7e568091015b4339912883cc3a5799eb98426e4159b367bb642ca62062f
432,OOF,0,31,120,432,90,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,25a753aabbe40b1e4df6ca1804a869b5fba9f96959c55fdf4f2e7fdca889567d,30786610b0d04398ebc59e2c0a28a01af49aca35d5ba0c628d9c43eaaf77fd12
432,OOF,0,31,150,432,120,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,cc6000db55bb49ad20a2ac793e69cd55bcff5eae506c9af57553f4d9b076f464,bc929b00e7b00cddb354b809e9b4e6ac413e566ade6314a8505fcee21ab26abf
432,OOF,0,31,180,432,150,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,69c4a7ca9675cb6d70add45f0136bdf70cea485abbc04c2155d713c276b5816a,d697891798a8f9e861a701dd56d8d8db3135badf00f6b6e027a7583da76a192f
432,OOF,0,31,210,432,180,5cc9cd927c046c028d35cb0d105fde611305c5b8029b8fd929d5843bdce7984e,77fec3ef88e9056f60ff11b44d9db18608d87ff80af6d48598bc086e08488c79,371670fd1903f3b121dc8d9ee767e82fc4b6c25ca6854497db257f4ae4cc1cfe
432,OOF,0,45,45,432,1,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,532da67c0c7326ece2000d5b31c0559868c067423d52ab6b73c558209883c363,0326374dc55108cb0d7b69555d6257da6cc15a967386348783be7943ea758b13
432,OOF,0,45,51,432,7,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,3ce89da39b52eed10b6cf75ca46a894f6abd11f310120626c6df5dba6eec974f,2bd010440deb4369d679b9c0e2d42f75d2b2e8f8a493a8b253465dbfba286b6e
432,OOF,0,45,74,432,30,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,83dd2695795d9a16786bccf0c08010018332af2f79ff3aaa9fa0686f5adfcd98,6c1a662fdfd6031332b5fc1039b0c22ab101752ff994dbb0e1662555c2c71891
432,OOF,0,45,104,432,60,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,748e2a3b06c4df9c92d11e237f6628cfa0bd07b3f32bfa1a3fe7f9899e76848c,efb7dbbcc702956e2ce46e40ecb7a5e61dd84f6f49740ada86e5c487b818c743
432,OOF,0,45,134,432,90,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,cfdb57fb4e97dd9a6e44e434adc6e5f795abaf2bfe99f995d00a96bddbf49a01,b2cc1814c94eeffe2366bccf56352b90ac90a86a6017335b960aa3a4cd79b244
432,OOF,0,45,164,432,120,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,6742035af857bac7c085934de594e9f523882a9ec2aee8ef9e5349357fb8c179,a00311d97718b430e91973c1187ca06fe9e05bacf94d451e4d3fcbd9b1467c5b
432,OOF,0,45,194,432,150,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,50c8bf6da8eaac76f0ef091ae142e41f19b0e46a751edd5c06c3ea7f251becca,da6f86b8cb5fdc62a643b31a5e3994f758f245ba1abbbb318a2d96d931ffc154
432,OOF,0,45,224,432,180,c932ea5727a78fe368a1ce6bfe0ff0cdf1b1a0948f54b40ff6899832900f1d93,e526b8634bfccb112104c0a8e2bd2269212c95a299d2955d66a1ad94a5c81278,ddb24723e9a82540b916a7d2390b538fea58aa0efdacaa597ca25e3811b782db
432,OOF,0,59,59,432,1,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,f0b65c834532b8f8bddf8ed7c17a22637ac329a5840a0aebae04946ff761537c,d90ff1fdad97b841f8b938bafa538c40f8075bbbbed9cde910fec1283325bde4
432,OOF,0,59,65,432,7,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,09374051cfdf79d9b19456a71a11c097f67cc8f33ffd941e759fd3a8c47231d1,fb967f226cf3ce1aba16bbc728c8be86df11a5ecddb3a3d83383f9c2179c7fde
432,OOF,0,59,88,432,30,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,0eb3bc78d68efbabc70b5368434b9f4bd63a7f1dfab7eda8019edc315d71c8ab,d0593a35caacdff4ba1554f5437eb7a5f16e16bac5e3c6e18dc34c00ab639da0
432,OOF,0,59,118,432,60,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,ca4d85eb3761e8c946635d2d9a4e21e87d9f2e7999841d80ded7fca5e6991db9,70c52227acae5a28b61697d79f6f4617dea0d8616d3de534c47ba356c306ec77
432,OOF,0,59,148,432,90,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,82e994ceedffa6a53cd6db2c26257c4f72940b573de3fcf38f608098fc1007ea,54ece0aee07b38b26385d84c25b034c1926369890fb611c7747cf5173d8937b3
432,OOF,0,59,178,432,120,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,43bb9d2bfd2924f12660893cc90d0aaf414cd290a0324c809053bda534eeff90,94f29a6330eeb5275b38d032b24f47de5090bb90aa8decdc4500297b17dfd919
432,OOF,0,59,208,432,150,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,5e0445953cb8d6ab96af3586eebed47c7b7b78a4e2b527070a4af1253bce7853,767c72b96bb6f43364af4c7508814fb7c4cd3011890fcf8645ac3e3bb1f7f57f
432,OOF,0,59,238,432,180,f317a6b2907aa238e985162a221d3f6d8c9d4b18fbd58208dd4ada6b3f57cbec,f1002dcf7f57fd354c1282094c7b0319fd35e3c2a112aa62f5fa6b70bbd1361c,615f2a7f834735b787f22cb5b397a7aae6b24a45a4576c568a514896d2f8319f
432,OOF,0,73,73,432,1,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,73babcb1a1a2f8d2f12f77f55fab2740ea34ab7b91119c2dab1e6e0c11149768,31c509c268b0ad5466cc6644f547de98daafe66231947a7a493ecbc013e3661e
432,OOF,0,73,79,432,7,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,d4de975220fb831ff94681bf2159801b7723f8752b03c5d699bdc756ea42785a,c9585bb5db1b627ddc78b75d44ec22b84b5df54b2d2361e3b697d1551b118ed1
432,OOF,0,73,102,432,30,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,4ed0d72bf13824184db9ff37a86cf5b37a74e72283755e634e0d08be1fdab356,a43f33e740e2fe417cf1ebe352dac601a831148e0b7efc4efe62e079cf62d69d
432,OOF,0,73,132,432,60,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,daf16a5560c26d3e7d109a7ec5cedaf522b52d9cf36276fd977bdab5f4595d3c,fb33198b37081a9278698d72dcc269a6ab0ba5dad35ff7f615b8eb30e9367b65
432,OOF,0,73,162,432,90,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,6ec2e9966cfe735ef86a3fea16a19a7062aa69d93929ce60a53de0b0af599b45,55a3ea2322e9a757f1335ab753b1fcadf5a7921d04810519244c9d4e409246a6
432,OOF,0,73,192,432,120,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,38aa26d96c060c29f9160f55c94533f02ccb611542c9cab86bafa158b68f9583,d9cecfe5f057d34c3ad4ca75feef41bbf5fdcb5ccc43872e7c364e97440d50ac
432,OOF,0,73,222,432,150,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,b0a7336bd56581fcdec7e7ab2dadc274a3001d4402f9c924d73a8cec4419808b,942ab63afddc6bd0afe7e93bd0eaae5d0e013798b46933478d58829949d59d55
432,OOF,0,73,252,432,180,844647f89dac22fc03541ad804dddaf82f917a7333de0320fac880b2f583b724,1d93ab93699362049e38d6128de992bc000aaf513e3ed256a42cc0a461786af4,eab3ca154455a6c9791988c683ad0001d32bc34b7aa95fcd10b71303ca00bf76
432,OOF,0,87,87,432,1,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,0e4fc186f3b9c6fb6ea5f7007ed454f9d8a7cd7ed4998def5a8c70bdca60bf61,851726300842fecf2d1ab5a243d75f5532cb95f54c7a9f3363926008c06094b5
432,OOF,0,87,93,432,7,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,7360f11d576ae94f5d7e063e9a4a2639061e87118dbb1e71b101c1a76fb3ec59,4956e4a770a0fffd0629485ed8e51657079bb5ad1a3bd2bd5a6fae0c0fe1c50e
432,OOF,0,87,116,432,30,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,9c582ce184fe5e3c4d8478fd27a93af0e83d61ab735cba08d110a634c0aa1440,9a4cae10c5a37f3500717edaf01f97f277fe0f65048acbc5e53a745897b4e61e
432,OOF,0,87,146,432,60,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,a1234fc8187e2726ca57cd5e648695ad02e6e1b5582fd911bbb0e7751e1e929c,fa7bf093336aae761e3b30ba4a07c830f431d9893e83f1e8c4fe76545d41340f
432,OOF,0,87,176,432,90,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,670060b848c88e20bb14f1957734b9cae48ea769ee375fb8e095fc18c40ffe81,2bf338feedb913827b5442578be017b32da290517c107bb72b6df420c33a8545
432,OOF,0,87,206,432,120,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,151a45875d494fc67c22ca8ca2a8af34dd0a6b611b69132159e591e6f63a673a,500fbae5067eaff5b064d5f225812e61b1087d1a0d77ca6396403f4fa02ee204
432,OOF,0,87,236,432,150,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,d502d877d8f0ffd3a4802082818a822cb9f053ff988550d35557e1e017547549,4daa0a0f875ae6cba63d2dd617ff0c49082dc3d68a8b3b3bafb4134b73d2b51f
432,OOF,0,87,266,432,180,c2aeff5cc43b68b41efb0d1a1e45f300b03d276de8176866715ac52e5d227234,a1b64a226edf03c897c8f4355c32a6f7aac8741686b9409705f84bf1cb0138e1,915300a9c7a986a383a96283f62f53e9cdd44ccabd0df85c492f93d23073cd3b
432,OOF,0,101,101,432,1,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,6e179dd5d1acf34999a521e589338ff39b4e80082e44acc92c91fce769d0622a,81d41a84e73e255bd80d2b8be3867949aa4571af2bd1cf652afa15443466c7d0
432,OOF,0,101,107,432,7,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,56faf4aacde46e6646fc25a1215d793946a9845c10dc90e2632ea82a8cd1053c,0185ad7e10562e71fae8168e8c99d0a75d912866502536f5d07239e4fe5d105e
432,OOF,0,101,130,432,30,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,4a34fdf8bb72544a02a652efd1bcfed697e81ffaa9ef3e4855ee08ad0519beee,ca2f9ef0399cabf74732fe27615ab7e7ffb777193bb9e1417e622cc033f429bb
432,OOF,0,101,160,432,60,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,006dd821fd144a342ccaaddac745a55f7d57452e1071a3619586ade4acb25f54,b647792627dc1c5ae7c53aa5c0cb493e4f650b5e849b47f58a6cdc34002f3798
432,OOF,0,101,190,432,90,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,92835d255369e953a43f40a3d62c519761b668f62fbfd24a581c9d26ab9de4bb,d7317e6b496d8eb90a01d20a4ea0971c9d636ef7b3fa660d2255ad7fe9564e62
432,OOF,0,101,220,432,120,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,9237e2c32b71d4e47e0b225ee39c847268298b071ecd3793e66b71d5c97c6ecd,52b287314300741fd8529d8b8e29700412ac0a394c3aa0181536c61aaaa975d1
432,OOF,0,101,250,432,150,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,ed883db6905597c1ee7ca42c8a86782e35fde933bf6655132a5f301d974b1c59,4b8bbe5b058e16005feae4ef399992ba1deff6c3dcda65fc695be6953eb5132b
432,OOF,0,101,280,432,180,e671dadcc9af96e41a657e2d8bf73e944a29966e1e1fb54699837bf3e79eb6e0,4b11de85d14e99d3113f623f8f398f512e172dd40f88214cadefdb0c4ce19d1d,e95a184249c659697c270c34965fa9439d9e7beb2ab5a4eb7646d386f3b78bad
432,OOF,0,115,115,432,1,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,2c2584e0eb703ddda5bafbf3bf07a96441f65b5c8203338f611df061b0bd0b8d,0a42cd91ba772c6ef70fc6cc4a0f537eba594173d90f68fe484f6abcfce1d0f1
432,OOF,0,115,121,432,7,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,5d923bf0b78ef2707ddc52b5dacbed032de9a75f30ae83c093321f99c19318b0,77d8f57a820465e5acb2eb58e0aa9f0a1f4725139cd7efaf05cd3a90eac40b3c
432,OOF,0,115,144,432,30,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,51fa2382ccb187f4ef4eef783068e89b840f58054aa8625d7493753081fe7e2b,06cd36c269d988e42aae7c745117aaa3c583bb219a091fedd64b4625164a7935
432,OOF,0,115,174,432,60,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,152f60197571c89ae37574dea78a7094add24683d80a42a7ae4443e24f8f615f,9f3f3d90426f7eb070d8dd59e9b3ba2b17375dd754c43858c43f2e9ae5f60e2d
432,OOF,0,115,204,432,90,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,fbffcf19d50003c18ea1ab7f07d56c627576d7bf4468c8a83257897e6362d379,55a0ae4177d8a3dc84e3dde98cdc1b594091f09fdc584ec2014d04bdf7b2a9e9
432,OOF,0,115,234,432,120,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,46549923967da840505bbaa82c68eaec05d5f46c652eb58d2d79a1588d9a214e,4f2a168f2b256d25048ea39bdf27ed77c75b336c17fae8fbc8432377ae62e24e
432,OOF,0,115,264,432,150,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,eea8c3618ae1813c23f6ad0c15412acc33d6cbea6dba864856c8c44ce08aa0ac,46e1b2b92d5f918a7351306d189c63e212ec8d4fdc025feffe6d6c5b2c2553c4
432,OOF,0,115,294,432,180,63dbfd99306ae1321a4611c9bc0450326e136c30dd82adab5f1953c3ba0faa70,4c02582916107d96207387a4ae9948f06ea5da24f2ed2a169bbd36284ef188df,5ed3c31841f8456c5a0d2c1b53630c70dad4c2ba37d6310d3eaed74a4329ab71
432,OOF,0,129,129,432,1,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,b13070c7c3b806c397345831f52ffb5ea597b8d6d1d89747233121737b2fe40c,0c07c9e36069f42aab7be4b270fa30a29dfb3234962782b70ad1411b930e6b1b
432,OOF,0,129,135,432,7,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,54fff109c8199243875e5797c27c4c3502286536a0185fb02e86f64dc48f8fde,3d7245e3d0be31131a0ff58c1cad229a65d26e1900175092e77eea7301405a24
432,OOF,0,129,158,432,30,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,0777c36e57ab1a7e636748804384dad7fd9219afd79326b700c06e66a06cd3d1,c61484c622bb60b7be3da7ea5641f29666a6956893139835f3065b0796a81173
432,OOF,0,129,188,432,60,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,64acb21c6b3eac1c1654d3c7e7cef15861cf4565bfb5d693802d95dc115ff409,868e134f2bf6150e67a5b6aa152e2a5083d925c0f462573d715f4b00e9bdbab0
432,OOF,0,129,218,432,90,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,d3739c1ee3a799e3bb82bef22f9f308b0874280e667b06868067c3ba65e90a3d,7c57ff5383d0fd40568c6a2fbef49d89d9f05d19c359aa87d32d2b82bbafe80b
432,OOF,0,129,248,432,120,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,a05e297a38e2e7e8619e4a7f8fbae6c4425ddd85fc8b040f95c53d43b7583eea,37d06c4dd90b2883c29923f2dc221786de377b1e04b43c3b5a75e834d332476a
432,OOF,0,129,278,432,150,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,b2d58489b23587b6ff6bd2737c1218f6aad77baf70ec598cd54bcb0e3b41c425,0a91831ce4ea8aa3f2ac21526014f73ee97492fd05d02243d0a9cceddc95653a
432,OOF,0,129,308,432,180,196f880fbf3243bcd0ebb726e75cd5879102e109df76ef3eb302fe75aa60a5a7,c419ab3b8dfe4e1f11d0cc791a8b19eb13c358626d96ba7adbd70f96e7ce6faa,f3ec30d62664d896bb1b32c27fdeaf25e00c05e5c79aba5d73d5a31e49522661
432,OOF,0,143,143,432,1,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,1fff7e24cb2adc432c953656bb91a8e6ef5eb5dce0832ae88734a499a23089b9,10edd49d0e5ac0fa53b2ab6a7567243877f1b00fa095ef0519ab2ca83fbd02de
432,OOF,0,143,149,432,7,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,caff0691d5f728dc3c997cf259daa7dc8eef6f469c96e22cc0de293830d04c57,5b7295f53e9be9b2e8f39ccb84f2e2fe51aa6ec9d14869ef16b51a84ebcc3d27
432,OOF,0,143,172,432,30,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,aaa9792d379b39ae028319a764bda1e3a061488b6a0c683e31ede5a957614f0d,d75d1fedf5371f18232d872179451b64e10cf288e8225bd68f3b39603a6c9c9a
432,OOF,0,143,202,432,60,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,7a633607c19668183a6dd73cbaeaa9a834d792ccc6f8b9f324921452c87790a7,9b5dcc67567767f47e71299816b30b8622ddaf668f6699e3a51d9485d0c94880
432,OOF,0,143,232,432,90,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,a61f86782a629134ce757fcff4c269424bc84b76634f5beb994c3a15679dfb00,8e2d79fc3af5839560f9408d4ef96b73cab0cb95c86e231940f01571a63cdf31
432,OOF,0,143,262,432,120,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,594ef476f1558ecd801638796511be7367ddf890f1fc4c5e3c49e99b0e1c2818,ec1f3bf22d4f090e613740e2a7086b9c5be0fa9d3652bf86d83fd5ab58242e39
432,OOF,0,143,292,432,150,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,f239be617b455d1c2b20820998b4d9cfb90899496d9507d31ef665b4bad3082e,c56726a247400a8397ab73f6cf07faff960283dbc73e7c24d3a2c73c8c5fe4e5
432,OOF,0,143,322,432,180,1ae2b8eb15ebe120b00e0dc92d56cb89c6d3d2ef53409e5785bcc268571ccc63,b7da6fa15c55d88563b5951b7daf33d3375b8e0d523187557d999024fd75f85f,7a51a937273c774f757ce50971a58b5e689930755207f6c3fde936bebee583db
432,OOF,0,157,157,432,1,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,e9aef905c50e78937d923ca7c0a33af4c12deab9e568c971f47c749a0cc7e2be,f574073cbb96cee8e094d46970357708e33bbdfe8e3601837f79cfc309d909d6
432,OOF,0,157,163,432,7,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,c0eaa44ef51d5cd1f477f3ceb3453219ef8b808bc0a198494b38b796e1225d10,41c1b22dac9f85e3329c341048bfb736a9b489c310f31ae9543387e37da93d86
432,OOF,0,157,186,432,30,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,566864846fff88614b694c474260d3b7edd36f4db125d4768270e49af70cf94e,aa2f4c50d4641c879287666f9a865f0a916b5733e31acfa889f5a2c4324b00fa
432,OOF,0,157,216,432,60,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,bbf707f335d73f396d8da42b57c4bb14499956062bed7f9f773a644f7bd88d61,28f66bef0265fbbd852665ae17a32bd41e799de65a5f5cfb41319038b2d61e5c
432,OOF,0,157,246,432,90,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,7fa1d5b707d336f03c390734dee45792243c12007027f5e6a12753bdc71934bd,7f69f59cafb8d9a249b354dfe52931958db8676ce85736312bb8b11252737678
432,OOF,0,157,276,432,120,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,11d473bd6ecdd6ba4f3ccb6d3bab8f0bb89989701f09831eb59d0c28ef8e166a,57c1a7a4af4f6859945db1930622a3b1a782ef30924ffa44d7738f2937ababa0
432,OOF,0,157,306,432,150,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,c5da21f46c35e794cd49419dc15763452bc8fa978c1f7eafc3b4dbacb61553db,a294313c98cf16af29f91a2cb001c6e2cca90aef641938b9e20b378637c6a2ee
432,OOF,0,157,336,432,180,dfe614e13588975cc7f15bb85757ac042245c87d1ed55f188094543516999402,7f3465cd43b1ff7f0d01f156b37856dd0ece35e85f2cc23a18d49a7c9dc4e8cc,b7402c0847f0c3f2d9146a96b751b1a6ef8b317dd9962174d9d9b50717e1cfa9
432,OOF,0,171,171,432,1,eda50c7207f84027b3cb4d36a44c82554137f8ecbf61d7e96aceba79aab5017b,6511a3bf4f297ea88539c633c26f4fc10d93ec53c28fb1174ed384a589c07768,7f8e94230352f0c7b2e6c8ed536bfcb215058bd5e99a943ede75ff09ed2018f4
432,OOF,0,171,177,432,7,eda50c7207f84027b3cb4d36a44c82554137f8ecbf61d7e96aceba79aab5017b,6ea0fe259b2c3174d0917e21a8cd8b2cb7baff7cf10d7fbc21313415422f56b2,8624b379c6d6eae24a4964da9ceb4b38209ebac498583ccab3bc0a3bcf8963ed
432,OOF,0,171,200,432,30,eda50c7207f84027b3cb4d36a44c82554137f8ecbf61d7e96aceba79aab5017b,d417602ae41a9aa62494918e7aa1c9bada73b47f07ca5eb47f9b20cfa988c3f4,3408dbe0b819c9cb5d8bb94ef7855629449453f9df7ccd7723fd5ae2acec93f1
432,OOF,0,171,230,432,60,eda50c7207f84027b3cb4d36a44c82554137f8ecbf61d7e96aceba79aab5017b,0b12a1f33352f5366285677abccdc7cf66123bc8a1769d3e80715d981c2d37d8,0d71da3b1effc2577228e082df56f7917ffedb0356183bc14276a7babc63be5f
432,OOF,0,171,260,432,90,eda50c7207f84027b3cb4d36a44c82554137f8ecbf61d7e96aceba79aab5017b,447f39670b04a90fd484537481157b3f5f4232d774d4e36bc7a49544ca1a1861,e28f03d019656b53ed071075323e2ee0fa1f9938779aeb2bf325af15b830ef01
